WarNum,WarName,V5Region,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TransFrom,Initiator,Outcome,TransTo,Deaths A,Deaths B,TotalBDeaths,SideAPeakTotForces,SideAPeak TheatForces,SideBPeakTotForces,SideBPeakTheatForces,Version
648,Young Turks Counter-Coup of 1909,5,4,640,Ottoman Empire,-8,Constitutionalists,0,4,14,1909,5,17,1909,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,34,1.13,-8,Constitutionalists,1,-8,-9,-9,1000,312000,24000,-8,65000,5.1
649,Bluefields Insurrection of 1909-1910,1,4,93,Nicaragua,-8,Estradistas,0,10,10,1909,8,20,1910,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,311,10.37,-8,Estradistas,2,-8,-9,-9,1192,4000,-9,-8,4500,5.1
650,Second Albanian Revolt of 1910-1912,3,5,640,Ottoman Empire,-8,Albanians,0,3,-9,1910,10,16,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,932,31.07,-8,Albanians,4,100,5000,-9,-9,336000,63000,-8,63000,5.1
650.8,Hawran Druze Rebellion of 1910 ,5,5,640,Ottoman Empire,-8,Druzes,0,9,11,1910,11,8,1910,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,58,1.93,-8,Ottoman Empire,1,-8,100,1000,1100,324000,21000,-8,11000,5.1
652,Third Mexican War of 1910-1914,1,4,-8,-8,2,United States,1,4,21,1914,7,19,1914,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,89,2.97,-8,-8,2,-8,-8,22,-8,-8,-8,166000,7000,5.1
652,Third Mexican War of 1910-1914,1,4,70,Mexico,-8,Liberals and Radicals,1,11,20,1910,6,6,1911,8,26,1911,7,19,1914,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1241,41.37,-8,Liberals & Radicals,2,-8,90000,60000,150022,57000,150000,-8,62000,5.1
656,Paraguayan Radical Liberal Rebellion of 1911-1912,2,4,150,Paraguay,-8,Radical Liberals,0,2,11,1911,3,17,1911,11,23,1911,5,11,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,206,6.87,-8,Radical Liberals,2,-8,3000,1000,4000,4000,5650,-8,4000,5.1
657,First Nationalist Revolution of 1911,6,4,710,China,-8,Republicans,0,10,11,1911,12,18,1911,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,68,2.27,-8,Republicans,3,-8,4000,2000,6000,1003000,994500,-8,800000,5.1
657.3,War of  Ecuadorian Generals of 1912,2,4,130,Ecuador,-8,Alfaristas,0,1,11,1912,1,22,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,-8,Alfaristas,1,-8,-9,-9,1000,7000,-9,-8,-9,5.1
658,Cuban Black Uprising of 1912,1,5,40,Cuba,-8,Partido Independiente de Color,0,5,20,1912,7,18,1912,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,59,1.97,-8,Partido Independiente de Color,1,-8,50,1000,1050,5000,10455,-8,10000,5.1
665,Second Nationalist Revolution of 1913,6,5,710,China,-8,Republicans,0,7,12,1913,9,1,1913,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,50,1.67,-8,China,1,-8,-9,-9,5000,450000,250000,-8,200000,5.1
667,Ecuadorian Civil War of 1913-1916,2,4,130,Ecuador,-8,Conchistas,0,9,24,1913,9,14,1916,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1071,35.7,-8,Conchistas,1,-8,-9,-9,7000,8000,-9,-8,1200,5.1
672,China Pai Ling (White Wolf) War of 1914,6,5,710,China,-8,Pai-Lings,0,3,-9,1914,8,7,1914,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,143,4.77,-8,Pai-Lings,1,-8,-9,-9,1000,460000,200000,-8,20000,5.1
672.5,Contestado Rebellion of 1914-1915,2,5,140,Brazil,-8,Fanaticos,0,8,-9,1914,12,-9,1915,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,481,16.03,-8,Brazil,1,-8,1000,6000,7000,25000,9000,-8,10000,5.1
673,Fourth Mexican War of 1914-1920,1,4,2,United States,-8,-8,1,3,15,1916,2,5,1917,6,15,1919,6,16,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,323,10.77,-8,-8,-8,-8,15,-8,-8,2897000,3600,-8,-8,5.1
673,Fourth Mexican War of 1914-1920,1,4,70,Mexico,-8,Conventionists,1,11,3,1914,7,28,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2066,68.87,-8,Conventionists,1,-8,90000,60000,150015,200000,200000,-8,133000,5.1
674,Anti-Monarchy War of 1915-1916,6,4,710,China,-8,NPA,0,12,25,1915,6,15,1916,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,171,5.7,-8,NPA,2,-8,2000,2000,4000,850000,30000,-8,6000,5.1
675,Russian Turkestan Revolt of 1916-1917,6,5,365,Russia,-8,Kirghiz & Kazaks,0,7,4,1916,2,27,1917,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,234,7.8,-8,Turkestan rebels,1,-8,150,1850,2000,10900000,-9,-8,60000,5.1
675.5,Negus Mikael Revolt of 1916-1917,4,4,530,Ethiopia,-8,Negus Mikael-led Rebels,0,10,7,1916,8,27,1917,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,321,10.7,-8,Negus Mikael-led Rebels,1,-8,10000,10000,20000,250000,50000,-8,100000,5.1
676,First Yunnan-Sichuan War of 1917,6,6,-8,Sichuan,-8,Yunnan and Guizhou,0,4,18,1917,8,2,1917,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,105,3.5,-8,Sichuan Military,1,-8,-9,-9,3000,-8,25000,-8,10000,5.1
676.5,Southern China Revolt of 1917-1918,6,5,710,China,-8,CPA,0,8,16,1917,11,17,1918,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,452,15.07,-8,China,3,-8,-9,-9,1500,1300000,150000,-8,200000,5.1
677,Russian Civil War of 1917-1920,3,4,-8,-8,375,Finland,1,4,15,1919,4,30,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,16,0.53,-8,-8,1,-8,-8,50,-8,-8,-8,38000,25000,5.1
677,Russian Civil War of 1917-1920,3,4,-8,-8,740,Japan,1,8,3,1918,10,15,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,793,26.43,-8,-8,1,-8,-8,1500,-8,-8,-8,660000,74000,5.1
677,Russian Civil War of 1917-1920,3,4,-8,-8,200,United Kingdom,1,6,23,1918,3,15,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,623,20.77,-8,-8,1,-8,-8,350,-8,-8,-8,4222000,44600,5.1
677,Russian Civil War of 1917-1920,3,4,-8,-8,2,United States of America,1,6,23,1918,4,20,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,658,21.93,-8,-8,1,-8,-8,275,-8,-8,-8,2897000,13200,5.1
677,Russian Civil War of 1917-1920,3,4,-8,-8,220,France,1,6,23,1918,9,30,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,458,15.27,-8,-8,1,-8,-8,50,-8,-8,-8,5277000,13600,5.1
677,Russian Civil War of 1917-1920,3,4,365,Russia,-8,Anti-Bolsheviks,1,12,9,1917,11,20,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1062,35.4,-8,Anti-Bolsheviks,1,-8,702000,325000,1029225,5500000,2000000,-8,500000,5.1
680,Finnish Civil War of 1918,3,4,-8,-8,365,USSR,1,1,28,1918,5,16,1918,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,109,3.63,-8,-8,1,-8,-8,400,-8,-8,-8,9050000,10000,5.1
680,Finnish Civil War of 1918,3,4,255,Germany,-8,-8,1,4,3,1918,5,16,1918,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,44,1.47,-8,-8,1,-8,950,-8,-8,8000000,12000,-8,-8,5.1
680,Finnish Civil War of 1918,3,4,375,Finland,-8,Red Guard,1,1,28,1918,5,16,1918,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,109,3.63,-8,Red Guard,1,-8,5300,17500,24150,80000,82700,-8,140000,5.1
681,Western Ukrainian War of 1918-1919,3,6,-8,Western Ukraine,-8,Ukranian Poles,1,12,1,1918,2,13,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,73,2.43,-8,Poles,4,109,1500,1000,2500,-9,-9,-8,4660,5.1
681,Western Ukrainian War of 1918-1919,3,6,-8,-8,290,Poland,1,12,1,1918,2,13,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,73,2.43,-8,-8,4,109,-8,-9,-8,-8,-8,300000,1400,5.1
682,Sparticist Rising of 1919,3,7,-8,Freikorps,-8,Socialists,0,1,6,1919,5,3,1919,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,118,3.93,-8,Socialists,1,-8,100,2900,3000,-8,30000,-8,-9,5.1
683,Hungary's Red and White Terror of 1919-1920,3,4,310,Hungary,-8,Whites,0,3,25,1919,2,15,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,321,10.7,-8,Whites,2,-8,1000,500,1500,27000,-9,-8,25000,5.1
684,Second Yunnan-Sichuan War of 1920,6,6,-8,Sichuan,-8,Yunnan-Guizhou Forces,0,5,23,1920,12,-9,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,203,6.77,-8,Sichuan,1,-8,-9,-9,2000,-8,100000,-8,200000,5.1
684.5,Gilan Marxists Rebellion of 1920-1921,5,4,-8,-8,365,USSR,1,6,17,1920,10,8,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,472,15.73,-8,-8,1,-8,-8,-9,-8,-8,-8,5500000,4000,5.1
684.5,Gilan Marxists Rebellion of 1920-1921,5,4,200,United Kingdom,-8,-8,1,6,17,1920,5,25,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,339,11.3,-8,-8,1,-8,-9,-8,-8,596000,1000,-8,-8,5.1
684.5,Gilan Marxists Rebellion of 1920-1921,5,4,630,Iran,-8,SSRI,1,6,17,1920,11,23,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,517,17.23,-8,SSRI,1,-8,-9,-9,1500,40000,10000,-8,6500,5.1
685,Zhili-Anfu War of 1920,6,7,-8,An-Fu Faction,-8,Zhili and Fengtien Factions,0,7,14,1920,7,23,1920,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,10,0.33,-8,Zhili,2,-8,-9,-9,1000,-8,25000,-8,95000,5.1
685.5,Dagestan Rebellion of 1920-1921,6,5,365,Soviet Russian Republic,-8,Sharia Army,0,8,-9,1920,5,21,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,277,9.23,-8,Sharia Army,1,-8,10000,9688,19688,5500000,35000,-8,9690,5.1
686,Green Rebellion of 1920-1921,3,5,365,Soviet Russian Republic,-8,Tambov Peasants,0,8,19,1920,6,3,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,285,9.5,-8,Tambov Peasants,1,-8,1700,7500,9200,5500000,50000,-8,40000,5.1
687,Bashmachi in Turketsan Revolt of 1920-1924,6,5,365,Soviet Russian Republic,-8,Basmachi,0,8,28,1920,2,4,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1237,41.23,-8,Soviet Russia,1,-8,-9,-9,3500,5500000,160000,-8,43000,5.1
688,Italian Fascist War of 1920-1922,3,7,-8,Blackshirts,-8,Leftists,0,10,-9,1920,10,1,1922,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,707,23.57,-8,Blackshirts,1,-8,300,3000,3300,-8,200000,-8,-9,5.1
689,Simko Rebellion of 1921-1922,5,5,630,Iran,-8,Shikak Kurds,0,3,-9,1921,9,30,1922,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,556,18.53,-8,Shikak Kurds,1,-8,1100,900,2000,37000,8000,-8,10000,5.1
690,Kronstadt Rebellion of 1921,3,4,365,Soviet Russian Republic,-8,Sailors,0,3,7,1921,3,18,1921,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,-8,Sailors,1,-8,1900,2700,4600,5500000,45000,-8,27000,5.1
691,Far Eastern Republic War of 1921-1923,6,4,365,Soviet Russian Republic,-8,Belopovstantsy,0,11,1,1921,6,17,1923,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,587,19.57,-8,Belopovstantsy,1,-8,2500,500,3000,5500000,90000,-8,19200,5.1
692,First Zhili-Fengtien War of 1922,6,4,710,China,-8,Zhili Faction,0,4,28,1922,5,4,1922,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,7,0.23,-8,China,2,-8,2500,2500,5000,1566000,100000,-8,100000,5.1
693,Agrarian Rising of 1923,3,4,355,Bulgaria,-8,Agrarian League,0,9,23,1923,9,28,1923,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,6,0.2,-8,Agrarian League,1,-8,500,1000,1500,20000,-9,-8,8000,5.1
695,De La Huerta Rebellion of 1923-1924,1,4,70,Mexico,-8,Huerta Led Rebels,0,12,4,1923,5,10,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,157,5.23,-8,Huerta Led Rebels,1,-8,-9,-9,7000,66000,48000,-8,74000,5.1
696,Honduran Conservative War of 1924,1,4,91,Honduras,-8,Conservatives,0,2,7,1924,4,28,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,82,2.73,-8,Conservatives,2,-8,2000,1000,3000,3000,6000,-8,10000,5.1
697,First Afghan Anti-Reform War of 1924-1925,6,4,700,Afghanistan,-8,Khost Rebels,0,3,15,1924,3,-9,1925,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,12.03,-8,Khost Rebels,1,-8,700,400,1100,65000,-9,-8,6000,5.1
697.3,Second Zhili-Fengtien War  of 1924,6,4,710,China,-8,Fengtien Faction,0,9,3,1924,11,3,1924,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,61,2.03,-8,China,2,-8,-9,-9,8000,1700000,200000,-8,324000,5.1
697.6,Shaikh Said's Rebellion of 1925,5,5,640,Turkey,-8,Zaza Kurds,0,2,8,1925,9,16,1925,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,219,7.3,-8,Zaza Kurds,1,-8,2250,2750,5000,129000,50000,-8,15000,5.1
697.8,Labrang War of 1925-1926,6,7,-8,Golok Tibetans,-8,Gansu Muslims,0,6,15,1925,-9,-9,1926,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,12.03,-8,Golok Tibetans,2,-8,600,400,1000,-8,40000,-8,-9,5.1
698,Anti-Fengtien War of 1925-1926,6,7,-8,Guominjun,-8,Fengtien Army,0,11,23,1925,4,21,1926,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,149,4.97,-8,Guominjun,4,700,-9,-9,5000,-8,450000,-8,813000,5.1
700,Chinese Northern Expedition of 1926-1928,6,4,710,China,-8,GMD and CCP,1,4,22,1926,6,8,1928,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,767,25.57,698,GMD and CCP,2,-8,-9,-9,65000,1700000,750000,-8,400000,5.1
700,Chinese Northern Expedition of 1926-1928,6,4,740,Japan,-8,-8,1,5,3,1928,5,11,1928,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,9,0.3,-8,-8,2,-8,500,-8,-8,285000,4000,-8,-8,5.1
701,Cristeros Revolt of 1926-1929,1,4,70,Mexico,-8,Cristeros,0,8,29,1926,7,17,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1039,34.63,-8,Cristeros,3,-8,55000,35000,90000,74000,99759,-8,50000,5.1
702,First KMT-CCP War of 1927,6,7,-8,GMD,-8,CCP,0,8,1,1927,12,13,1927,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,133,4.43,-8,CCP,1,-8,-9,-9,2000,-8,356000,-8,30000,5.1
702.5,Second Gansu Muslim Revolt of 1928-1929,6,5,710,China,-8,Gansu Muslims,0,6,8,1928,5,20,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,343,11.43,-8,Gansu Muslims,4,707.5,-9,-9,20000,1720000,-9,-8,45000,5.1
703,Ethiopian Northern Resistance of 1928-1930,4,5,530,Ethiopia,-8,Northern Resistance,0,10,15,1928,4,30,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,556,18.53,-8,Northern Resistance,1,-8,-9,-9,2000,100000,45000,-8,32000,5.1
705,Second Afghan Anti-Reform War of 1928-1929,6,4,700,Afghanistan,-8,Anti-Reform Rebels,0,11,10,1928,10,13,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,334,11.13,-8,Anti-Reform Rebels,1,-8,3750,3750,7500,60000,-9,-8,44000,5.1
707,Escobar Rebellion of 1929,1,4,70,Mexico,-8,Escobar-led Rebels,0,3,3,1929,5,4,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,62,2.07,-8,Escobar Led Rebels,1,-8,400,1600,2000,70000,64000,-8,18000,5.1
707.3,Ikhwan Revolt of 1929-1930,5,4,670,Saudi Arabia,-8,Ikhwan,0,3,30,1929,1,10,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,281,9.37,-8,Saudi Arabia,1,-8,-9,-9,2000,28000,28000,-8,20000,5.1
707.5,Central Plains War of 1929-1930,6,4,710,China,-8,Warlord Armies,0,3,31,1929,6,29,1929,9,17,1929,10,13,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,477,15.9,-8,China,1,-8,37500,62500,100000,1620000,350000,-8,460000,5.1
708,Ararat Revolt of  1930,5,5,640,Turkey,-8,Kurds,0,4,-9,1930,11,14,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,210,7,-8,Turkey,1,-8,-9,-9,4000,149000,66000,-8,8000,5.1
709,Campaign Against Ibrahim Beg of 1930-1931,6,5,700,Afghanistan,-8,Army of Islam,0,10,-9,1930,3,31,1931,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,167,5.57,-8,Afghanistan,1,-8,700,300,1000,60000,-9,-8,2450,5.1
710,Chinese Civil War phase 1 of 1930-1936,6,4,710,China,-8,Chinese Workers,0,11,5,1930,12,25,1936,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2211,73.7,-8,China,3,-8,200000,200000,400000,1700000,800000,-8,200000,5.1
711,Kumul Rebellion of 1931-1932,6,6,-8,Xinjiang,-8,Kumuliks and Allies,0,4,4,1931,2,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,316,10.33,-8,Kumulliks,4,711.5,-9,-9,3000,-8,5000,-8,3000,5.1
711.5,Xinjiang Revolt of 1932-1933,6,5,710,China,-8,Xinjiang,1,2,-9,1932,7,-9,1933,9,-9,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,669,22,711,-8,2,-8,-9,-9,7000,1700000,25000,5000,5000,5.1
711.5,Xinjiang Revolt of 1932-1934,6,5,-8,-8,365,USSR,1,12,30,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,33,1.1,711,-8,2,-8,-8,-9,-8,-8,-8,940000,7000,5.1
712,Matanza War of 1932,1,4,92,El Salvador,-8,Leftists,0,1,18,1932,1,29,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,-8,Leftists,1,-8,100,2500,2600,132000,-9,-8,16400,5.1
712.5,Mongolian Armed Uprising of 1932,6,5,365,USSR,-8,-8,1,6,-9,1932,10,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,121,4.03,-8,-8,1,-8,-9,-8,-9,562000,1000,-8,-8,5.1
712.5,Mongolian Armed Uprising of 1932,6,5,712,Mongolia,-8,Buddhist Rebels,1,4,12,1932,10,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,184,6.13,-8,Buddhist Rebels,1,-8,600,1400,2000,-8,2000,-8,6000,5.1
713,Aprista Revolt of 1932,2,4,135,Peru,-8,Apristas,0,5,7,1932,7,17,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,71,2.37,-8,Apristas,1,-8,110,1100,1210,11000,-9,-8,600,5.1
715,Paulista Rebellion of 1932,2,4,140,Brazil,-8,Paulistas,0,7,9,1932,10,4,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,-8,Paulistas,1,-8,1050,2200,3250,71000,100000,-8,70000,5.1
715.6,Xinjiang Hui-Uyghur War of 1933-1934,6,7,-8,Hui,-8,Uyghur and Kirghiz,0,5,18,1933,4,12,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,325,10.83,-8,Uyghur and Kirghiz,1,-8,-9,-9,1000,-8,5300,-8,15000,5.1
716,Fukien Revolt of 1933-1934,6,4,710,China,-8,19th Route Army,0,11,20,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,-8,China,1,-8,-9,-9,1000,1660000,200000,-8,40000,5.1
717,Spanish Miners War of 1934,3,4,230,Spain,-8,Asturian Miners,0,10,4,1934,10,18,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,15,0.5,-8,Asturian Miners,1,-8,284,1051,1335,138000,26000,-8,70000,5.1
718,Spanish Civil War of 1936-1939,3,4,-8,-8,235,Portugal,1,8,1,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,-8,-8,2,-8,-8,8000,-8,-8,-8,40000,5000,5.1
718,Spanish Civil War of 1936-1939,3,4,-8,-8,255,Germany,1,7,22,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,968,32.27,-8,-8,2,-8,-8,300,-8,-8,-8,2750000,16000,5.1
718,Spanish Civil War of 1936-1939,3,4,-8,-8,325,Italy,1,7,30,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,960,32,-8,-8,2,-8,-8,9800,-8,-8,-8,581000,80000,5.1
718,Spanish Civil War of 1936-1939,3,4,230,Spain,-8,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,972,32.4,-8,Falange,2,-8,181100,110000,309400,550000,158300,-8,600000,5.1
718,Spanish Civil War of 1936-1939,3,4,365,USSR,-8,-8,1,9,14,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,916,30.53,-8,-8,2,-8,200,-8,-8,1789000,3000,-8,-8,5.1
718.5,Dersim Revolt of 1937-1938,5,5,640,Turkey,-8,Dersim Kurds,0,5,8,1937,6,-9,1938,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,398,13.27,-8,Dersim Kurds,1,-8,200,1000,1200,211000,50000,-8,5000,5.1
719,KMT-CCP Clashes of 1939-1941,6,4,710,China,-8,CCP,0,2,-9,1939,12,6,1941,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1012,33.73,-8,China,6,-8,-9,-9,31000,2584000,-9,-8,810000,5.1
719.6,Weyane Rebellion of 1943,4,5,530,Ethiopia,-8,Weyane Rebels,0,5,22,1943,10,17,1943,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,146,4.87,-8,Weyane Rebels,1,-8,-9,-9,1000,-9,6000,-8,20000,5.1
719.8,Ili Uprising of 1944-1945,6,5,710,China,-8,East Turkestan Republic,0,10,8,1944,9,17,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,340,11.33,-8,East Turkestan Republic,3,-8,-9,-9,30000,4775000,100000,-8,30000,5.1
